"","pl_names","pl_effects","pl_pval","sample","support_indices","support_category"
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat3","(Info Hubs (All), Flats (All), No Reminder)",-0.0126777189406616,0.00237117665347692,0,"1 9 13 31 46 61 70",0
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","(Info Hubs (All), No Incentives, SMS (All))",0.00401595794827882,7.80773396485558e-09,0,"1 9 13 31 46 61 70",0
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS3","(No Seeds, Slopes (All), SMS (All))",-0.00592741378619894,1.21059869947951e-09,0,"1 9 13 31 46 61 70",0
"POOLED_Xflat3XSMS2ORXflat3XSMS3","(No Seeds, High Flats, SMS (All))",-0.00679631781169158,1.13620917972125e-07,0,"1 9 13 31 46 61 70",0
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS3","(Random Seeds, Slopes (All), SMS (All))",-0.00653561428904316,7.64466309032354e-12,0,"1 9 13 31 46 61 70",0
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS3","(Trusted Seeds, Slopes (All), SMS (All))",-0.00572361136738047,6.33772037360889e-10,0,"1 9 13 31 46 61 70",0
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS3","(Info Hubs (All), Slopes (All), SMS (All))",-0.0046451197048043,3.53593185876207e-08,0,"1 9 13 31 46 61 70",0
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat31","(Info Hubs (All), Flats (All), No Reminder)",-0.0114261507841169,0.00292321185801597,1,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS31","(Info Hubs (All), No Incentives, SMS (All))",0.00447686226864782,9.27744085696804e-10,1,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS31","(No Seeds, Slopes (All), SMS (All))",-0.00578411996049313,2.04014816010328e-07,1,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS31","(No Seeds, High Flats, SMS (All))",-0.0061870733945228,8.3258817425749e-05,1,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS31","(Random Seeds, Slopes (All), SMS (All))",-0.007557291197288,1.36145104704096e-08,1,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS31","(Trusted Seeds, Slopes (All), SMS (All))",-0.00556750352706549,1.80644627263737e-07,1,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS31","(Info Hubs (All), Slopes (All), SMS (All))",-0.0049576489827263,0.00046570198156264,1,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat32","(Info Hubs (All), Flats (All), No Reminder)",-0.011533198921981,0.00949184411092172,2,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS32","(Info Hubs (All), No Incentives, SMS (All))",0.00434634749258653,2.15125971571286e-07,2,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS32","(No Seeds, Slopes (All), SMS (All))",-0.00528735466433659,2.58692769591692e-07,2,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS32","(No Seeds, High Flats, SMS (All))",-0.0053942658247713,7.38849673795391e-06,2,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS32","(Random Seeds, Slopes (All), SMS (All))",-0.00596889955438657,5.91766858850303e-08,2,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS32","(Trusted Seeds, Slopes (All), SMS (All))",-0.00559799806223951,3.63971509548738e-07,2,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS32","(Info Hubs (All), Slopes (All), SMS (All))",-0.00403302597997081,0.000256280434241014,2,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat33","(Info Hubs (All), Flats (All), No Reminder)",-0.0106497565815451,0.00950841255173372,3,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS33","(Info Hubs (All), No Incentives, SMS (All))",0.00323028671418792,0.000101734680359735,3,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS33","(No Seeds, Slopes (All), SMS (All))",-0.00537550357628499,2.81918909459618e-11,3,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS33","(No Seeds, High Flats, SMS (All))",-0.00627715283067658,9.04619076495673e-08,3,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS33","(Random Seeds, Slopes (All), SMS (All))",-0.0068603530034527,1.24454911194503e-08,3,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS33","(Trusted Seeds, Slopes (All), SMS (All))",-0.00621325918581293,1.83677413617445e-06,3,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS33","(Info Hubs (All), Slopes (All), SMS (All))",-0.00384201143560886,3.80441761072093e-06,3,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat34","(Info Hubs (All), Flats (All), No Reminder)",-0.0125661060171472,0.0136649337152739,4,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS34","(Info Hubs (All), No Incentives, SMS (All))",0.00375243817471696,1.27147163997135e-06,4,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS34","(No Seeds, Slopes (All), SMS (All))",-0.00607168624499922,2.17193529352689e-07,4,"1 9 13 31 46 61 70",1
