"id_key_new","cs4"
"5000381679",1
"50003816810",4
"50003816811",1
"50003816814",4
"500038168170012",1
"50003816818",4
"50003816820",1
"50003816911",4
"5000381693",4
"5000381695",4
"5000381696",4
"5000381697",4
"5000381698",1
"5000381699",4
"5000381818",2
"5000381819",3
"5000381824",1
"500038183",1
"5000381842",4
"5000381856",4
"5000381858",4
"5000381866",4
"5000381867",1
"5000381868",2
"500038187",4
"5000382123",4
"5000382124",1
"5000382143",1
"5000382157",4
"5000382163",4
"5000382164",4
"5000382169",4
"5000382176",1
"500038233",4
"5000382369",4
"5000382391",4
"5000382393",4
"5000382410",2
"5000382411",2
"5000382413",4
"5000382446",4
"5000382454",1
"5000382455",1
"5000382461",4
"500038249",4
"500038251",4
"5000382577",1
"5000382578",2
"500038278",2
"5000382817",1
"5000382836",2
"5000382850",4
"5000382943",2
"5000382955",4
"5000382978",2
"5000382984",1
"500038301",2
"5000383055",4
"50003831103",4
"50003831104",4
"50003831105",2
"50003831106",1
"5000383151",1
"5000383166",4
"5000383169",3
"5000383186",4
"5000383187",4
"5000383196",1
"50003833102",2
"5000383320",2
"5000383321",4
"5000383328",1
"5000383342",1
"5000383356",2
"5000383366",2
"5000383370",2
"5000383374",2
"5000383383",4
"5000383389",4
"50003833890017",2
"5000383391",4
"5000383399",4
"5000383535",4
"5000383572",4
"5000383574",4
"5000383578",4
"5000383618",1
"5000383729",1
"5000383743",4
"5000383745",4
"5000383747",4
"500038375",1
"5000383753",4
"5000383756",2
"5000383758",1
"5000383759",4
"5000383761",4
"5000383763",4
"5000383773",1
"5000383776",4
"5000383810",1
"5000383814",1
"5000383831",2
"5000383832",4
"5000383842",2
"5000383844",1
"5000383848",2
"5000383858",4
"5000383864",2
"5000383865",4
"5000383867",4
"5000383875",4
"50003838780013",2
"5000384071",2
"5000384072",1
"5000384112",2
"5000384113",4
"5000384142",2
"5000384175",2
"5000384181",4
"5000384182",1
"5000384183",2
"5000384185",2
"5000384186",1
"5000384189",4
"5000384191",4
"500038423",4
"5000384242",2
"5000384246",1
"5000384249",1
"5000384253",2
"5000384256",2
"5000384259",4
"500038426",4
"5000384267",4
"5000384269",2
"5000384317",1
"5000384321",1
"5000384354",1
"5000384365",4
"5000384372",2
"5000384376",2
"5000384382",1
"5000384390",4
"5000384392",4
"500038442",4
"5000384542",1
"5000384583",4
"5000384630",2
"5000384642",1
"500038465",1
"5000384661",2
"5000384678",1
"5000384856",4
"5000384872",1
"5000384892",2
"5000384894",4
"5000384895",4
"5000385035",4
"5000385049",1
"5000385050",4
"5000385080",4
"5000385135",4
"5000385144",2
