"Panel","Row","earn_business","much_saved","capital"
"No winsorizing","Mobile Account — Estimate",2.77910445650356,-1.7778146826933,23.7082161109711
"No winsorizing","Mobile Account — Robust SE",4.12898824900791,11.8837268891728,37.7293769328351
"No winsorizing","Mobile Account — Robust p-value",0.5009721883605,0.881093258042593,0.529822944163129
"No winsorizing","Mobile Disburse — Estimate",21.8119452977538,9.22801701282496,60.6501912858878
"No winsorizing","Mobile Disburse — Robust SE",4.03388423806366,12.7274390198342,26.5809803666703
"No winsorizing","Mobile Disburse — Robust p-value",0.0000000709266301658079,0.468498760649914,0.0226009777711816
"No winsorizing","Observations",2639,2639,2639
"No winsorizing","R-squared",0.472212102969744,0.314248109494947,0.405983254866725
"No winsorizing","Control mean",110.127841579914,162.32159064683,693.479093546217
"No winsorizing","Control mean baseline",116.995722429939,137.877814181394,664.475199550356
"No winsorizing","p-value MA=MD",0.0000235078697967671,0.338494508260184,0.307283787209904
"Winsorizing 99.5%","Mobile Account — Estimate",2.6314482105304,-1.21172752478709,10.0186222605214
"Winsorizing 99.5%","Mobile Account — Robust SE",3.8695571892633,10.1090788798814,24.639661555859
"Winsorizing 99.5%","Mobile Account — Robust p-value",0.496551286825948,0.904600772301966,0.684337135696633
"Winsorizing 99.5%","Mobile Disburse — Estimate",20.8701466854532,8.77767308004221,67.8281303373514
"Winsorizing 99.5%","Mobile Disburse — Robust SE",3.84526847288114,11.1132365582943,24.5060528006093
"Winsorizing 99.5%","Mobile Disburse — Robust p-value",0.0000000634090206068972,0.429706287742637,0.00569047773640479
"Winsorizing 99.5%","Observations",2639,2639,2639
"Winsorizing 99.5%","R-squared",0.46026684931562,0.338464109697271,0.515754446347248
"Winsorizing 99.5%","Control mean",110.127841579914,158.533711812713,683.791171710058
"Winsorizing 99.5%","Control mean baseline",116.995722429939,136.462185642322,661.537613009002
"Winsorizing 99.5%","p-value MA=MD",0.00000683166743279504,0.327456090844107,0.011809599763748
"Winsorizing 98%","Mobile Account — Estimate",2.36081561850697,3.29371262201918,16.5911043674585
"Winsorizing 98%","Mobile Account — Robust SE",3.39504410327646,8.4854205111339,23.0614679187212
"Winsorizing 98%","Mobile Account — Robust p-value",0.486895896374942,0.697934006228566,0.471952320081085
"Winsorizing 98%","Mobile Disburse — Estimate",15.1070793324146,8.50630836977271,70.2658561585557
"Winsorizing 98%","Mobile Disburse — Robust SE",3.31428596643799,8.98470594375883,22.6720547903594
"Winsorizing 98%","Mobile Disburse — Robust p-value",0.00000544180336745293,0.343867579502302,0.00196470652636739
"Winsorizing 98%","Observations",2639,2639,2639
"Winsorizing 98%","R-squared",0.405372105239322,0.33340078229285,0.504073280786066
"Winsorizing 98%","Control mean",109.275568852641,147.495202097026,667.211834052476
"Winsorizing 98%","Control mean baseline",115.391343326828,122.714859231007,646.78770604787
"Winsorizing 98%","p-value MA=MD",0.000100844709757859,0.542692852622428,0.0126139633823668
"Winsorizing 95%","Mobile Account — Estimate",2.57104219603048,4.73128680833747,18.6430918619988
"Winsorizing 95%","Mobile Account — Robust SE",2.98472510899187,6.55269246035691,19.2784850043487
"Winsorizing 95%","Mobile Account — Robust p-value",0.389111269583338,0.470348114942516,0.333629230579774
"Winsorizing 95%","Mobile Disburse — Estimate",13.6483406197153,8.43254943307592,75.7453230656842
"Winsorizing 95%","Mobile Disburse — Robust SE",2.90062065114573,7.0242635929094,18.964679036109
"Winsorizing 95%","Mobile Disburse — Robust p-value",0.0000026914815934222,0.230078297142986,0.0000670869640158614
"Winsorizing 95%","Observations",2639,2639,2639
"Winsorizing 95%","R-squared",0.359759766184311,0.315914401616049,0.506275989980429
"Winsorizing 95%","Control mean",106.153725410591,132.154292243177,628.755713960257
"Winsorizing 95%","Control mean baseline",110.175539327235,111.515664743,616.844054561239
"Winsorizing 95%","p-value MA=MD",0.000130208431645198,0.584721087000184,0.00174757276513941
